Sentence,Difficulty,Simplified
"Si quelque chose est très dur à comprendre, c'est parce qu'il y a beaucoup de choses à savoir.  Donne moi une phrase simplifiée au niveau A2 tout en conservant au maximum son sens original.",B1,"Si quelque chose est difficile à comprendre, c'est parce qu'il y a beaucoup de choses à savoir.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original."
"À cette époque, les Français ont beaucoup en commun avec d'autres pays.",B1,"À cette époque, les Français ont des choses en commun avec d'autres pays."
"Quand il fait beau, on a beaucoup de bonheur. On parle de ça avec tout le monde, mais ça ne dure pas. On apprend à profiter quand on peut.",B1,"Quand il fait beau, on est heureux. On parle de ça avec tout le monde, mais ça ne dure pas. On apprend à profiter quand on peut."
"Parler de cette question n'est pas très important, mais c'est pour apprendre. Et même si c'est utile, c'est pas vraiment très important pour tout le livre.",B1,"Parler de cette question n'est pas très important, mais c'est pour apprendre. Et même si c'est utile, c'est pas vraiment très important pour tout le livre."
"Les endroits où on va, comme les écoles et les musées, sont amusants. Par exemple, quand on a beaucoup de chance à l'école et on fait de nouveaux amis.",B1,"Les endroits où on va sont amusants, comme les écoles et les musées. Par exemple, quand on fait de nouveaux amis à l'école."
"Pour que cette méthode fonctionne bien, il faut avoir beaucoup de choses qui sont presque les mêmes, mais pas tout à fait, et où quelque chose change un peu tout le temps.",B1,"Pour que cette méthode marche bien, il faut avoir beaucoup de choses qui sont presque les mêmes, mais pas tout à fait, et où quelque chose change un peu tout le temps."
Les soldats avec des vêtements en cuir ont une odeur de poudre et de cheval. Ils sont prêts à combattre même si ils sont fatigués. Guido a ressenti un tremblement qu'on ne voit pas.,B1,Les soldats avec des vêtements en cuir ont une odeur forte. Ils sont prêts à combattre même si ils sont fatigués. Guido a senti quelque chose qu'on ne voit pas.
Est-ce que je dois faire des blagues quand les gens ne comprennent pas ma musique ?,B1,Faut-il rire quand les gens ne comprennent pas ma musique ?
"L'apprendre et grandir aide beaucoup les gens à comprendre les choses, même ceux qui sont très intelligents comme Berthollet, qui a changé la chimie. Mais ils ne peuvent pas tout savoir.",B1,"Apprendre et grandir aide à comprendre mieux les choses. Les gens très intelligents comme Berthollet ont changé la chimie, mais ils ne savent pas tout."
"Si on travaille pour quelqu'un, on doit faire ce qu'il dit.",A2,"Si on travaille pour quelqu'un, on doit faire ce qu'il dit."
"Si quelqu'un avait mon cœur avant moi, il aurait dit que je suis un homme qui ne montre pas ses émotions. Si quelqu'un avait vu mon amour pour elle, il aurait dit que je suis un amant qui aime beaucoup et qui est naïf.",B1,"Si quelqu'un avait mon cœur avant moi, il aurait dit que je suis un homme qui ne montre pas ses émotions. Si quelqu'un avait vu mon amour pour elle, il aurait dit que je suis un amant qui aime beaucoup et qui est naïf."
"Pour avoir ce qu'on veut, il faut de l'argent.",A2,"Pour avoir ce qu'on veut, il faut de l'argent."
"Quand on apprend, ça va dans la tête. Si on a plusieurs idées, ça devient plus facile à comprendre.",B1,"Quand on apprend, ça va dans la tête. Si on a plusieurs idées, ça devient plus facile à comprendre."
"Dans l'ancienne religion grecque, on dit que les choses que nous faisons viennent de Dieu, mais elles sont aussi importantes pour les gens.",B1,"Dans l'ancienne religion grecque, on dit que les choses que nous faisons viennent de Dieu, mais elles sont aussi importantes pour les gens."
"Si on classe les éléments chimiques de manière logique, on peut voir comment leurs propriétés chimiques et physiques sont liées.",C1,"Si on organise les éléments chimiques de manière logique, on peut voir que leurs propriétés sont liées."
"Mais parfois, ce que l'on pense vrai n'est pas toujours bon.",B1,"Parfois, ce que l'on pense vrai n'est pas toujours bien."
Comment demander à quelqu'un de simplifier une phrase en français tout en conservant au maximum son sens original ?,B1,Comment demander à quelqu'un de simplifier une phrase en français tout en conservant au maximum son sens original ?
Mais je pense que ça ne va pas bien parce qu'ils veulent qu'il ne marche pas et que les scientifiques ne savent pas beaucoup.,B1,Mais je pense qu'il y a un problème parce qu'ils veulent qu'il ne fonctionne pas et que les scientifiques ne savent pas beaucoup.
"Quand on regarde les animaux, c'est difficile de faire des expériences scientifiques.",B1,Regarder les animaux est difficile pour faire des expériences scientifiques.
"Parce que les éléments sont classés de manière fondamentale, la nomenclature des substances chimiques simplifie beaucoup la prédiction de l'issue d'une réaction chimique. Donne moi une phrase simplifiée au niveau B2 tout en conservant au maximum son sens original.",C2,"Parce que les éléments sont classés de manière fondamentale, la nomenclature des substances chimiques simplifie beaucoup la prédiction de l'issue d'une réaction chimique. Donne moi une phrase simplifiée au niveau B2 tout en conservant au maximum son sens original."
"Je vais voir si je peux montrer que si on apprend les sciences bien, elles deviennent plus fascinantes. Parce que les sciences changent, on ne devrait pas les considérer comme parfaites et figées.",B2,"Je vais voir si je peux montrer que si on apprend bien les sciences, elles deviennent plus intéressantes. Parce que les sciences changent, on ne devrait pas les considérer comme parfaites et figées."
"Après cela, il faut apprendre à l'école à comparer les manières de faire des expériences scientifiques. Sinon, on ne peut pas classer les choses bien.",B1,"D'abord, on apprend à l'école à faire des expériences scientifiques différemment. Sinon, on ne peut pas classer les choses bien."
"Parce que la chimie aide à comprendre l'espace et les maths, elle est très utile pour la physique.",B1,"Parce que la chimie aide à comprendre l'espace et les maths, elle est très utile pour la physique."
"Il est très bon en mathématiques et en astronomie, et il aurait pu faire des découvertes importantes qui durent longtemps.",B1,"Il est très bon en mathématiques et en astronomie, et il aurait pu faire des découvertes importantes qui durent longtemps."
La science en question pourrait être trop liée à son origine pour qu'elle puisse être divisée sans causer de confusion.,C1,La science en question pourrait être trop liée à son origine pour qu'on puisse la diviser sans créer des confusions.
"En réalité, le livre m'a aidé à comprendre l'histoire de l'opéra. Il parlait de chaque partie de la pièce et avait des idées qui disparaissaient vite avec la musique.",B1,"En fait, le livre m'a aidé à comprendre l'histoire de l'opéra. Il parlait de chaque partie de la pièce et avait des idées qui disparaissaient vite avec la musique."
"Depuis longtemps, les gens ont des opinions différentes sur ce qui existe, mais ils se disputent sur la meilleure façon de le comprendre.",B1,"Depuis longtemps, les gens ont des idées différentes sur ce qui existe, mais ils se disputent sur la meilleure façon de le comprendre."
"Elle était parfois en silence et pensait beaucoup, mais quand elle parlait, elle parlait fort.",B1,"Elle était parfois en silence et pensait beaucoup, mais quand elle parlait, elle parlait fort."
"Donc, il y a beaucoup de choses à faire pour bien comprendre cette question importante de la philosophie chimique.",B1,"Donc, il y a beaucoup de choses à faire pour bien comprendre cette question importante de la philosophie chimique."
"Mon papa a toujours interrogé M. Legrandin sur ses actions douteuses, mais il n'a jamais dit la vérité. Si on l'avait poussé plus loin, il aurait peut-être créé une idée tout à fait nouvelle sur la Normandie, plutôt que de nous dire que sa sœur vivait près de Balbec. Il aurait dû nous donner une lettre pour que nous puissions nous faire connaître, mais il aurait été effrayé par l'idée que nous pourrions en tirer un avantage si nous l'avions utilisé.",B2,"Mon papa a toujours demandé à M. Legrandin des explications sur ses actions, mais il n'a jamais dit tout. Si on l'avait interrogé plus longtemps, il aurait peut-être appris quelque chose de nouveau sur la Normandie, plutôt que de dire qu'une de ses sœurs vivait près de Balbec. Il aurait dû nous donner une lettre pour que nous puissions nous faire connaître, mais il aurait été timide à l'idée que nous pourrions en tirer un avantage si nous l'avions utilisé."
"Mais il faut être prudent avec cet outil, sinon il ne marche pas bien.",B1,"Mais il faut être prudent avec ça, sinon ça ne va pas bien."
Des réactions chimiques se passent quand des substances sont ensemble et qu'elles sont dans un état qui peut être gaz ou liquide.,B2,"Quand des substances se rencontrent et sont dans un état comme le gaz ou le liquide, elles font des réactions chimiques."
"Quand les amis vont en voyage, ils peuvent avoir des problèmes. Kassák a des disputes avec son ami le sculpteur Gödrös qui ne parle pas bien l'allemand.",B1,"Quand les amis vont en vacances, ils peuvent avoir des problèmes. Kassák a des disputes avec son ami le sculpteur Gödrös qui ne parle pas bien l'allemand."
Le moteur Wankel est un moteur spécial qui utilise un triangle pour changer l'énergie de la combustion du carburant en mouvement qui fait tourner l'arbre moteur.,B2,Le moteur Wankel est un moteur spécial qui utilise un triangle pour faire tourner l'arbre moteur avec l'énergie de la combustion du carburant.
"Donc, une bonne théorie de la physiologie des sensations dit que les organes du goût et de l'odorat sont comme des scientifiques qui découvrent comment les choses se forment et se décomposent.",C2,"Donc, une bonne théorie de la physiologie des sensations dit que les organes du goût et de l'odorat sont comme des scientifiques qui découvrent comment les choses se forment et se décomposent."
La deuxième partie parle de ce que font les cellules.,B1,La deuxième partie parle des choses que font les cellules.
"Pour savoir combien d'un élément simple est dans un nouveau produit chimique, on utilise un nombre qui dépend de chaque élément simple. En utilisant peu de règles, on peut souvent deviner avec une certaine précision la composition d'un nouveau produit à partir de ses éléments connus.",B2,"Pour savoir combien d'un élément simple est dans un nouveau produit chimique, on utilise un nombre qui dépend de chaque élément simple. En utilisant peu de règles, on peut souvent deviner avec une certaine précision la composition d'un nouveau produit à partir de ses éléments connus."
"Certains préfèrent rester avec leurs amis parce qu'ils sont paresseux ou parce qu'ils aiment rester dans leur groupe. Ils ne vivent pas vraiment les joies de la vie et appellent les distractions médiocres et les ennuis supportables ""joies"".",B2,"Quelques gens restent avec leurs amis parce qu'ils sont paresseux ou parce qu'ils aiment rester dans leur groupe. Ils ne vivent pas vraiment les joies de la vie et appellent les distractions médiocres et les ennuis supportables ""joies""."
"Il est passé à gauche sans hésiter. Il marchait sur le sol dur et ça faisait un bruit régulier, ce qui le calma. Mais il avait beaucoup de pensées dans la tête.",B1,"Il est passé à gauche sans hésiter. Il marchait sur le sol dur et ça faisait un bruit régulier, ce qui le calma. Mais il avait beaucoup de pensées dans la tête."
Ça montre comment on peut résoudre un problème de chimie avec les règles importantes.,B1,Ça montre comment on peut résoudre un problème de chimie avec des règles.
Les Juifs ont une manière spéciale de se divertir.,B1,Les Juifs ont un autre genre de jeux.
"Dans les vieux endroits, les maisons ont des jardins à l'arrière. Les jardins sont petits et sombres. La lumière du ciel vient un peu par une petite fenêtre.",B1,"Dans les vieux maisons, il y a des jardins à l'arrière. Les jardins sont petits et sombres. Un peu de lumière vient du ciel à travers une petite fenêtre."
"Pour moi, il est très important de montrer tout ce qui peut aider à être clair et positif. Je pense que cela aide les gens à mieux comprendre et à résoudre les problèmes.",B1,"Pour moi, il est très important de montrer tout ce qui peut aider à être clair et positif. Je pense que cela aide les gens à mieux comprendre et à résoudre les problèmes."
Cette femme rit et dit des blagues.,B1,Cette femme rit et dit des blagues.
Je dis dans un autre livre que la physique est difficile à comprendre parce qu'on utilise beaucoup de maths.,B1,Je dis dans un autre livre que la physique est difficile à comprendre parce qu'il y a beaucoup de maths dedans.
Les lois chimiques nous aident à comprendre comment les gens vivent avec leur environnement. Donne moi une phrase simplifiée au niveau B1 tout en conservant au maximum son sens original.,B2,Les lois chimiques nous aident à comprendre comment les gens vivent avec leur environnement. Donne moi une phrase simplifiée au niveau B1 tout en conservant au maximum son sens original.
"Si on regarde ce qui se passe dans le monde, on peut voir que certaines choses peuvent changer. Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.",B1,"Si on regarde ce qui se passe dans le monde, on peut voir que certaines choses changent. Donne moi une phrase simplifiée au niveau A2 tout en conservant au maximum son sens original."
"Pour aider à résoudre ce problème social, il dit qu'il faut travailler moins, partager mieux et aider les autres avec des organisations qui ne veulent pas gagner d'argent.",B1,"Pour aider à résoudre ce problème, il dit qu'il faut travailler moins, partager plus et aider les autres avec des groupes qui ne veulent pas gagner d'argent."
Cette question est très importante dans la deuxième partie du livre.,B1,Cette question est très importante dans la deuxième partie du livre.
"Donc, cette question en philosophie chimique est très importante. Elle parle des corps simples, mais elle ne fonctionne pas si on ne les regarde pas directement. Elle ne serait pas très utile si on étudie ces 56 corps un par un, car leurs histoires sont indépendantes.",B2,"Donc, cette question en philosophie chimique est très importante. Elle parle des corps simples, mais elle ne fonctionne pas si on ne les regarde pas directement. Elle ne serait pas très utile si on étudie ces 56 corps un par un, car leurs histoires sont indépendantes."
Les nouvelles idées en science ne nous disent pas beaucoup sur comment enseigner aux scientifiques intelligents.,B2,Les nouvelles idées en science ne nous disent pas beaucoup sur comment enseigner aux scientifiques intelligents.
"On ne sait pas si un élément chimique est bon ou mauvais seul, mais aussi quand il se mélange avec d'autres pour faire des choses.",B1,"On ne sait pas si un élément chimique est bon ou mauvais seul, mais aussi quand il se mélange avec d'autres pour faire des choses."
"Je vais montrer que il y a des problèmes avec les données, les choix et comment faire des applications.",B1,"Je vais montrer que les données, les choix et comment faire des applications ont des problèmes."
"Quand on sait bien la chimie, on peut faire beaucoup de choses.",B1,"Quand on sait bien la chimie, on peut faire de jolies expériences."
"Les scientifiques qui étudient les éléments chimiques ne se concentrent pas sur les groupes où ils se trouvent, mais sur les noms qu'ils ont. C'est différent de la classification. La chimie doit expliquer comment on donne des noms à ces éléments avec des exemples clairs, car elle étudie des éléments très spécifiques.",B2,"Les scientifiques qui étudient les éléments chimiques ne se concentrent pas sur où ils se trouvent, mais sur les noms qu'ils ont. C'est différent de la classification. La chimie doit expliquer comment on donne des noms à ces éléments avec des exemples clairs, car elle étudie des éléments très spécifiques."
"Nous n'avons pas fait de mauvaises choses, mais on disait que je n'étais pas un bon enfant. Les mots qui ne sont pas bien ne disent pas tout ce que l'on fait.",B1,"Nous n'avons pas fait de mauvaises choses, mais on disait que je n'étais pas un bon enfant. Les mots qui ne sont pas bien ne disent pas tout ce que l'on fait."
Il faut être gentil quand on parle.,A1,Il faut être gentil quand on parle.
"Parce que les règles changent souvent, on ne sait pas si celles-ci sont bonnes ou pas parce qu'on les a vu de différentes façons.",B1,"Parce que les règles changent souvent, on ne sait pas si elles sont bonnes ou pas parce qu'on les a vu de différentes façons."
Mais cette idée est si bien pour la chimie qu'elle semble aider la science malgré ses problèmes.,B2,"Mais cette idée est si bonne pour la chimie qu'elle semble aider la science, même si elle a des problèmes."
Les relations entre les gens sont souvent compliquées et différentes. Elles changent souvent parce qu'elles dépendent des autres lois. Chaque personne a un peu son propre style.,B1,Les amis ont des relations différentes. Elles changent parce que les gens sont différents. Chaque personne a un peu son propre style.
"Si on touche un peu les plantes et les animaux, on ne sait pas tout à fait comment les gens vont vivre, même si tout n'est pas très changé.",B1,"Si on touche un peu les plantes et les animaux, on ne sait pas tout à fait comment les gens vont vivre, même si tout n'est pas très différent."
"Il y avait une exposition de soies, de satins et de velours avec des couleurs douces et vives. Les velours étaient noirs et blancs, les satins roses et bleus, et les soies étaient toutes les couleurs de l'arc-en-ciel. Entre chaque motif, il y avait un foulard crème.",B1,"Il y avait une exposition de soies, de satins et de velours avec des couleurs douces et vives. Les velours étaient noirs et blancs, les satins roses et bleus, et les soies étaient toutes les couleurs de l'arc-en-ciel. Entre chaque motif, il y avait un foulard crème."
"Il faut trouver une meilleure façon de parler de la chimie avec des maths pour mieux comprendre ce qu'elle est. Cela aiderait à montrer ce qu'elle est vraiment, même si elle n'est pas tout à fait parfaite.",B1,"On doit trouver une meilleure façon de parler de la chimie avec des maths pour mieux comprendre ce qu'elle est. Cela aiderait à montrer ce qu'elle est vraiment, même si elle n'est pas tout à fait parfaite."
"La chimie est difficile parce qu'elle parle de choses très compliquées et qu'elle change souvent. Il est difficile de croire qu'elle pourrait jamais être aussi simple que l'astronomie, qui montre comment les choses se passent dans le monde.",B1,"La chimie est difficile parce qu'elle parle de choses très compliquées et qu'elle change souvent. Elle n'est pas aussi simple que l'astronomie, qui montre comment les choses se passent dans le ciel."
"Si on ne peut plus les réparer, on sait que la solution est bonne, sauf si on a des doutes.",B1,"Si on ne peut plus les réparer, on sait qu'ils sont cassés, mais on peut avoir des doutes."
"Donc, on ne peut pas dire si une science est importante ou si elle a beaucoup d'intérêt pour savoir comment elle est étudiée dans un livre. Ça dépend aussi de sa qualité par rapport aux autres sciences.",B1,"Donc, on ne sait pas si une science est importante ou si elle est intéressante sans savoir comment elle est étudiée dans un livre. Ça dépend aussi de sa qualité par rapport aux autres sciences."
Les idées que l'on a sur quelque chose sont souvent des versions plus faciles à comprendre des idées plus complexes.,B1,Les idées que l'on a sur quelque chose sont souvent des versions plus faciles à comprendre.
"Pour savoir comment il était avant, on regarde près de la mer Méditerranée. Il y avait beaucoup d'importance là-bas, mais ça ne dit pas tout si on regarde plus loin.",B1,"Pour comprendre comment il était avant, on regarde près de la mer Méditerranée. Il y avait beaucoup d'importance là-bas, mais ça ne dit pas tout si on regarde plus loin."
"Les réactions chimiques sont pas les mêmes que les choses qui se font dans la nature et elles sont très spéciales, comme le dit Bergmann.",B2,"Les réactions chimiques sont différentes des choses qui se font dans la nature et elles sont très intéressantes, comme le dit Bergmann."
La vraie science est de voir comment les choses sont liées pour savoir ce qui se passe et pourquoi.,B1,La vraie science est de comprendre comment les choses sont liées pour savoir ce qui se passe.
"Elle a dit oui à son mari, mais elle ne voulait pas ça vraiment.",A2,"Elle a dit oui à son mari, mais elle ne voulait pas ça vraiment."
"J'ai étudié en profondeur chaque partie du discours pour comprendre les idées principales de la philosophie chimique. Ensuite, je vais les résumer brièvement sous une forme simplifiée, qui parle de l'importance du principe de division rationnelle pour la science chimique.",C2,"J'ai analysé en détail chaque partie du discours pour saisir les idées clés de la philosophie chimique. Ensuite, je vais les résumer de manière plus concise, en disant que l'idée fondamentale de la chimie est le principe de division rationnelle."
"Si quelque chose est cassé, on peut essayer de le réparer, mais ça peut être difficile.",B1,"Si quelque chose est cassé, on peut essayer de le réparer, mais ça peut être difficile."
"Il n'était pas très intéressant pour les voyageurs de se rendre loin de chez eux avant que l'Europe ne soit très peuplée au 19ème siècle. Donc, ces nouveaux endroits étaient comme des parties de l'Europe.",B1,"Les gens ne voulaient pas aller loin de chez eux avant que l'Europe ne soit très peuplée au 19ème siècle. Donc, ces nouveaux endroits étaient comme des parties de l'Europe."
"Selon Dzinkowski en 2000, beaucoup de chercheurs pensent que les entreprises sont surtout estimées pour leurs idées et inventions (Dzinkowski, 2000).",B2,"Selon Dzinkowski en 2000, beaucoup de scientifiques pensent que les entreprises sont appréciées pour leurs idées et inventions (Dzinkowski, 2000)."
"Pensé à des choses qui ne sont pas vraies, très grandes, c'est ce que la philosophie doit faire.",B1,"Penser à des choses qui ne sont pas vraies, très grandes, c'est ce que la philosophie doit faire."
"Beaucoup de philosophes modernes qui aiment la nature utilisent l'histoire de la nature pour critiquer l'idée que les éléments chimiques sont simples. Cuvier est le plus connu. Cette objection est assez précise, mais pas suffisante.",C2,"Beaucoup de philosophes modernes qui aiment la nature utilisent l'histoire de la nature pour critiquer l'idée que les éléments chimiques sont simples. Cuvier est le plus connu. Cette objection est assez précise, mais pas suffisante."
"Dès que j'ai mangé, j'ai ressenti un calme.",B1,"Dès que j'ai mangé, j'ai ressenti un calme."
"En comparant ces phénomènes aux événements astronomiques, j'ai montré dans le livre précédent qu'ils sont moins généraux, car ils ne se produisent pas dans toutes les situations, car ils dépendent toujours de certaines conditions.",C2,"En comparant ces phénomènes aux événements astronomiques, j'ai montré dans le livre précédent qu'ils sont moins généraux, car ils ne se produisent pas dans toutes les situations, car ils dépendent toujours de certaines conditions."
"Les scientifiques disent que la Terre aura des problèmes avec son sol et cela pourrait arriver bientôt. Les gens qui étudiaient la nature il y a longtemps, avant la science, pourraient avoir eu une idée de cela, mais ils ne savaient pas vraiment comment l'expliquer avec l'astrologie et l'alchimie.",B2,"Les scientifiques pensent que la Terre aura des problèmes avec son sol et cela pourrait arriver bientôt. Les gens qui étudiaient la nature il y a longtemps, avant la science, pourraient avoir eu une idée de cela, mais ils ne savaient pas vraiment comment l'expliquer avec l'astrologie et l'alchimie."
"Après avoir pensé à la chimie, on peut voir où elle se place. Cela nous aide à comprendre où elle se situe parmi les autres sciences.",B1,"Après avoir pensé à la chimie, on peut mieux comprendre où elle se situe. Cela nous aide à savoir où elle se place par rapport aux autres sciences."
Je ne pouvais pas dormir et apprendre en même temps.,A2,Je ne dormais pas et je ne pouvais pas apprendre en même temps.
Il faut parler des erreurs dans les expériences scientifiques pour les corriger.,B2,On doit parler des erreurs dans les expériences scientifiques pour les corriger.
"Il est clair que quand on examine cette idée de ressemblances de près, on ne peut pas manquer de voir que cette théorie n'est en réalité qu'une tentative, qui échoue, de comprendre la nature des réactions chimiques, aussi profonde que les essences qu'on cherchait autrefois pour les phénomènes plus simples.",C2,"Il est évident que quand on examine cette idée de ressemblances de près, on ne peut pas manquer de voir que cette théorie n'est en réalité qu'une tentative, qui échoue, de comprendre la nature des réactions chimiques, aussi profonde que les essences qu'on cherchait autrefois pour les phénomènes plus simples."
"Finalement, il y a des gens qui ont des doutes sur les choses, ils parlent de stoïcisme et disent que penser qu'une chose est vraie dépend de qui la pense.",B2,"En fin de compte, il y a des gens qui ont des doutes sur les choses, ils parlent de stoïcisme et disent que penser qu'une chose est vraie dépend de qui la pense."
"Je vais parler beaucoup de chimie dans mon discours, comme ce qu'elle fait, où elle se situe, si elle est parfaite, comment elle pense et comment elle est organisée.",B1,Je vais parler beaucoup de chimie dans mon discours. Ça parle de où elle se situe et comment elle est organisée.
Les Français aiment beaucoup leurs traditions et leur culture. Ils aiment aussi apprendre des autres pays.,B1,Les Français aiment beaucoup leurs traditions. Ils aiment aussi apprendre des autres pays.
"Si quelque chose ne va pas bien, c'est quand tu as besoin d'aide pour le faire.",A2,"Si quelque chose ne va pas bien, on a besoin d'aide pour le faire."
Dire que la chimie est difficile à comprendre si on n'a pas bien étudié la physique avant.,B1,Dire que la chimie est difficile si on n'a pas bien étudié la physique avant.
La chimie est un sujet de science qui est facile à comprendre.,B1,La chimie est un sujet de science qui est facile à comprendre.
"La philosophie dit que la physique n'est pas aussi utile pour les chimistes que l'astronomie, même si elle est plus liée à elle.",B1,"La philosophie pense que la physique n'est pas aussi utile pour les chimistes que l'astronomie, même si elle est plus liée à elle."
La suite de cette série suit toutes les règles connues pour les éléments et leurs principaux composés.,C1,La suite de cette série suit toutes les règles connues pour les éléments et leurs principaux composés.
"En fin de compte, il est important de regarder la situation vraiment. On n'a pas encore vérifié tout, donc on ne sait pas si tout va bien.",B1,"Finalement, il faut vraiment regarder la situation. On n'a pas encore tout vérifié, donc on ne sait pas si tout va bien."
"Il faut bien se concentrer sur la première comparaison ici, comme on l'a dit avant.",B1,"Il faut bien écouter la première comparaison ici, comme on l'a dit avant."
"Il y fait plus de travail d'analyse que de synthèse en chimie aujourd'hui, donc on ne fait pas aussi bien les deux choses.",B1,"Il y a plus de travail à faire pour comprendre les choses en chimie que pour les simplifier, donc on ne fait pas aussi bien les deux."
"Il y a beaucoup de types de substances organiques, même si elles sont simples. Ça pourrait faire penser qu'il n'y a pas beaucoup à apprendre en chimie.",B1,"Il y a beaucoup de types de substances organiques, même si elles sont simples. Ça pourrait faire penser qu'il n'y a pas beaucoup à apprendre en chimie."
Le marquis ne voulait pas que son fils Fabrice va chez les jésuites. Il dit que c'est pas bon pour l'Italie. Il ne sait pas comment faire pour que son fils continue d'apprendre avec ça.,B1,Le marquis ne veut pas que son fils Fabrice va chez les jésuites. Il pense que c'est pas bon pour l'Italie. Il ne sait pas comment faire pour que son fils continue d'apprendre avec ça.
"Quelle que soit l'opinion sur la Terre, il y a peut-être des choses partout, mais on ne peut pas le vraiment montrer.",B1,"Quelle que soit l'idée sur la Terre, il y a peut-être des choses partout, mais on ne peut pas vraiment les voir."
M. Ampère dit que cette recherche est importante et son livre est bon pour apprendre.,B1,M. Ampère dit que cette recherche est importante et son livre est utile pour apprendre.
"Quand elle me voit, elle se tait tout de suite.",B1,"Quand elle me voit, elle se tait tout de suite."
